Time,Totalcalls,ActiveCalls,RingingCalls
Tue Jul 19 01:25:16 EST 2022,0,0,0
Tue Jul 19 01:25:26 EST 2022,0,0,0
Tue Jul 19 01:25:36 EST 2022,1,0,1
Tue Jul 19 01:25:46 EST 2022,1,0,1
Tue Jul 19 01:25:56 EST 2022,1,0,1
Tue Jul 19 01:26:06 EST 2022,1,1,0
Tue Jul 19 01:26:16 EST 2022,0,0,0
Tue Jul 19 01:26:26 EST 2022,0,0,0
Tue Jul 19 01:26:36 EST 2022,0,0,0
Tue Jul 19 01:26:46 EST 2022,0,0,0
Tue Jul 19 01:26:56 EST 2022,0,0,0
Tue Jul 19 01:27:06 EST 2022,0,0,0
Tue Jul 19 01:27:17 EST 2022,0,0,0
Tue Jul 19 01:27:27 EST 2022,0,0,0
Tue Jul 19 01:27:37 EST 2022,0,0,0
Tue Jul 19 01:27:47 EST 2022,0,0,0
Tue Jul 19 01:27:57 EST 2022,0,0,0
Tue Jul 19 01:28:07 EST 2022,0,0,0
Tue Jul 19 01:28:17 EST 2022,0,0,0
Tue Jul 19 01:28:27 EST 2022,0,0,0
Tue Jul 19 01:28:37 EST 2022,0,0,0
Tue Jul 19 01:28:47 EST 2022,0,0,0
Tue Jul 19 01:28:57 EST 2022,0,0,0
Tue Jul 19 01:29:07 EST 2022,0,0,0
Tue Jul 19 01:29:17 EST 2022,0,0,0
Tue Jul 19 01:29:27 EST 2022,0,0,0
Tue Jul 19 01:29:37 EST 2022,0,0,0
Tue Jul 19 01:29:47 EST 2022,0,0,0
Tue Jul 19 01:29:57 EST 2022,0,0,0
Tue Jul 19 01:30:07 EST 2022,0,0,0
Tue Jul 19 01:30:17 EST 2022,1,0,1
Tue Jul 19 01:30:27 EST 2022,1,1,0
Tue Jul 19 01:30:37 EST 2022,1,1,0
Tue Jul 19 01:30:47 EST 2022,1,1,0
Tue Jul 19 01:30:57 EST 2022,2,1,1
Tue Jul 19 01:31:07 EST 2022,2,1,1
Tue Jul 19 01:31:17 EST 2022,2,1,1
Tue Jul 19 01:31:27 EST 2022,1,1,0
Tue Jul 19 01:31:37 EST 2022,0,0,0
Tue Jul 19 01:31:47 EST 2022,0,0,0
Tue Jul 19 01:31:57 EST 2022,0,0,0
Tue Jul 19 01:32:07 EST 2022,0,0,0
Tue Jul 19 01:32:17 EST 2022,0,0,0
Tue Jul 19 01:32:27 EST 2022,0,0,0
Tue Jul 19 01:32:37 EST 2022,0,0,0
Tue Jul 19 01:32:47 EST 2022,0,0,0
Tue Jul 19 01:32:57 EST 2022,0,0,0
Tue Jul 19 01:33:07 EST 2022,0,0,0
Tue Jul 19 01:33:17 EST 2022,0,0,0
Tue Jul 19 01:33:27 EST 2022,0,0,0
Tue Jul 19 01:33:37 EST 2022,0,0,0
Tue Jul 19 01:33:47 EST 2022,0,0,0
Tue Jul 19 01:33:57 EST 2022,0,0,0
Tue Jul 19 01:34:07 EST 2022,0,0,0
Tue Jul 19 01:34:17 EST 2022,0,0,0
Tue Jul 19 01:34:27 EST 2022,0,0,0
Tue Jul 19 01:34:37 EST 2022,0,0,0
Tue Jul 19 01:34:47 EST 2022,0,0,0
Tue Jul 19 01:34:57 EST 2022,0,0,0
Tue Jul 19 01:35:07 EST 2022,0,0,0
Tue Jul 19 01:35:17 EST 2022,0,0,0
Tue Jul 19 01:35:27 EST 2022,0,0,0
Tue Jul 19 01:35:37 EST 2022,0,0,0
Tue Jul 19 01:35:47 EST 2022,0,0,0
Tue Jul 19 01:35:57 EST 2022,0,0,0
Tue Jul 19 01:36:07 EST 2022,0,0,0
Tue Jul 19 01:36:17 EST 2022,0,0,0
Tue Jul 19 01:36:27 EST 2022,0,0,0
Tue Jul 19 01:36:37 EST 2022,0,0,0
Tue Jul 19 01:36:47 EST 2022,0,0,0
Tue Jul 19 01:36:58 EST 2022,0,0,0
Tue Jul 19 01:37:08 EST 2022,0,0,0
Tue Jul 19 01:37:18 EST 2022,0,0,0
Tue Jul 19 01:37:28 EST 2022,0,0,0
Tue Jul 19 01:37:38 EST 2022,0,0,0
Tue Jul 19 01:37:48 EST 2022,0,0,0
Tue Jul 19 01:37:58 EST 2022,0,0,0
Tue Jul 19 01:38:08 EST 2022,0,0,0
Tue Jul 19 01:38:18 EST 2022,0,0,0
Tue Jul 19 01:38:28 EST 2022,0,0,0
Tue Jul 19 01:38:38 EST 2022,0,0,0
Tue Jul 19 01:38:48 EST 2022,0,0,0
Tue Jul 19 01:38:58 EST 2022,0,0,0
Tue Jul 19 01:39:08 EST 2022,0,0,0
Tue Jul 19 01:39:18 EST 2022,0,0,0
Tue Jul 19 01:39:28 EST 2022,0,0,0
Tue Jul 19 01:39:38 EST 2022,0,0,0
Tue Jul 19 01:39:48 EST 2022,0,0,0
Tue Jul 19 01:39:58 EST 2022,0,0,0
Tue Jul 19 01:40:08 EST 2022,0,0,0
Tue Jul 19 01:40:18 EST 2022,0,0,0
Tue Jul 19 01:40:28 EST 2022,0,0,0
Tue Jul 19 01:40:38 EST 2022,0,0,0
Tue Jul 19 01:40:48 EST 2022,0,0,0
Tue Jul 19 01:40:58 EST 2022,0,0,0
Tue Jul 19 01:41:08 EST 2022,0,0,0
Tue Jul 19 01:41:18 EST 2022,0,0,0
Tue Jul 19 01:41:28 EST 2022,0,0,0
Tue Jul 19 01:41:38 EST 2022,0,0,0
Tue Jul 19 01:41:48 EST 2022,0,0,0
Tue Jul 19 01:41:58 EST 2022,0,0,0
Tue Jul 19 01:42:08 EST 2022,0,0,0
Tue Jul 19 01:42:18 EST 2022,0,0,0
Tue Jul 19 01:42:28 EST 2022,0,0,0
Tue Jul 19 01:42:38 EST 2022,0,0,0
Tue Jul 19 01:42:48 EST 2022,0,0,0
Tue Jul 19 01:42:58 EST 2022,0,0,0
Tue Jul 19 01:43:08 EST 2022,0,0,0
Tue Jul 19 01:43:18 EST 2022,0,0,0
Tue Jul 19 01:43:28 EST 2022,0,0,0
Tue Jul 19 01:43:38 EST 2022,0,0,0
Tue Jul 19 01:43:48 EST 2022,0,0,0
Tue Jul 19 01:43:58 EST 2022,0,0,0
Tue Jul 19 01:44:08 EST 2022,0,0,0
Tue Jul 19 01:44:18 EST 2022,0,0,0
Tue Jul 19 01:44:28 EST 2022,0,0,0
Tue Jul 19 01:44:38 EST 2022,0,0,0
Tue Jul 19 01:44:48 EST 2022,0,0,0
Tue Jul 19 01:44:58 EST 2022,0,0,0
Tue Jul 19 01:45:08 EST 2022,0,0,0
Tue Jul 19 01:45:18 EST 2022,0,0,0
Tue Jul 19 01:45:28 EST 2022,0,0,0
Tue Jul 19 01:45:38 EST 2022,0,0,0
Tue Jul 19 01:45:48 EST 2022,0,0,0
Tue Jul 19 01:45:58 EST 2022,0,0,0
Tue Jul 19 01:46:09 EST 2022,0,0,0
Tue Jul 19 01:46:19 EST 2022,0,0,0
Tue Jul 19 01:46:29 EST 2022,0,0,0
Tue Jul 19 01:46:39 EST 2022,0,0,0
Tue Jul 19 01:46:49 EST 2022,0,0,0
Tue Jul 19 01:46:59 EST 2022,0,0,0
Tue Jul 19 01:47:09 EST 2022,0,0,0
Tue Jul 19 01:47:19 EST 2022,0,0,0
Tue Jul 19 01:47:29 EST 2022,0,0,0
Tue Jul 19 01:47:39 EST 2022,0,0,0
Tue Jul 19 01:47:49 EST 2022,0,0,0
Tue Jul 19 01:47:59 EST 2022,0,0,0
Tue Jul 19 01:48:09 EST 2022,0,0,0
Tue Jul 19 01:48:19 EST 2022,0,0,0
Tue Jul 19 01:48:29 EST 2022,0,0,0
Tue Jul 19 01:48:39 EST 2022,0,0,0
Tue Jul 19 01:48:49 EST 2022,0,0,0
Tue Jul 19 01:48:59 EST 2022,0,0,0
Tue Jul 19 01:49:09 EST 2022,0,0,0
Tue Jul 19 01:49:19 EST 2022,0,0,0
Tue Jul 19 01:49:29 EST 2022,0,0,0
Tue Jul 19 01:49:39 EST 2022,0,0,0
Tue Jul 19 01:49:49 EST 2022,0,0,0
Tue Jul 19 01:49:59 EST 2022,0,0,0
Tue Jul 19 01:50:09 EST 2022,0,0,0
Tue Jul 19 01:50:19 EST 2022,0,0,0
Tue Jul 19 01:50:29 EST 2022,1,0,1
Tue Jul 19 01:50:39 EST 2022,1,0,1
Tue Jul 19 01:50:49 EST 2022,1,0,1
Tue Jul 19 01:50:59 EST 2022,1,1,0
Tue Jul 19 01:51:09 EST 2022,1,0,1
Tue Jul 19 01:51:19 EST 2022,1,0,1
Tue Jul 19 01:51:29 EST 2022,1,0,1
Tue Jul 19 01:51:39 EST 2022,1,0,1
Tue Jul 19 01:51:49 EST 2022,1,0,1
Tue Jul 19 01:51:59 EST 2022,1,0,1
Tue Jul 19 01:52:09 EST 2022,0,0,0
Tue Jul 19 01:52:19 EST 2022,1,0,1
Tue Jul 19 01:52:29 EST 2022,0,0,0
Tue Jul 19 01:52:39 EST 2022,0,0,0
Tue Jul 19 01:52:49 EST 2022,0,0,0
Tue Jul 19 01:52:59 EST 2022,0,0,0
Tue Jul 19 01:53:09 EST 2022,0,0,0
Tue Jul 19 01:53:19 EST 2022,0,0,0
Tue Jul 19 01:53:29 EST 2022,0,0,0
Tue Jul 19 01:53:39 EST 2022,0,0,0
Tue Jul 19 01:53:49 EST 2022,0,0,0
Tue Jul 19 01:53:59 EST 2022,0,0,0
Tue Jul 19 01:54:09 EST 2022,0,0,0
Tue Jul 19 01:54:19 EST 2022,0,0,0
Tue Jul 19 01:54:29 EST 2022,0,0,0
Tue Jul 19 01:54:39 EST 2022,0,0,0
Tue Jul 19 01:54:49 EST 2022,0,0,0
Tue Jul 19 01:54:59 EST 2022,0,0,0
Tue Jul 19 01:55:09 EST 2022,0,0,0
Tue Jul 19 01:55:19 EST 2022,0,0,0
Tue Jul 19 01:55:29 EST 2022,0,0,0
Tue Jul 19 01:55:40 EST 2022,0,0,0
Tue Jul 19 01:55:50 EST 2022,0,0,0
Tue Jul 19 01:56:00 EST 2022,0,0,0
Tue Jul 19 01:56:10 EST 2022,0,0,0
Tue Jul 19 01:56:20 EST 2022,0,0,0
Tue Jul 19 01:56:30 EST 2022,0,0,0
Tue Jul 19 01:56:40 EST 2022,0,0,0
Tue Jul 19 01:56:50 EST 2022,0,0,0
Tue Jul 19 01:57:00 EST 2022,0,0,0
Tue Jul 19 01:57:10 EST 2022,0,0,0
Tue Jul 19 01:57:20 EST 2022,0,0,0
Tue Jul 19 01:57:30 EST 2022,0,0,0
Tue Jul 19 01:57:40 EST 2022,0,0,0
Tue Jul 19 01:57:50 EST 2022,0,0,0
Tue Jul 19 01:58:00 EST 2022,0,0,0
Tue Jul 19 01:58:10 EST 2022,0,0,0
Tue Jul 19 01:58:20 EST 2022,0,0,0
Tue Jul 19 01:58:30 EST 2022,0,0,0
Tue Jul 19 01:58:40 EST 2022,0,0,0
Tue Jul 19 01:58:50 EST 2022,0,0,0
Tue Jul 19 01:59:00 EST 2022,0,0,0
Tue Jul 19 01:59:10 EST 2022,0,0,0
Tue Jul 19 01:59:20 EST 2022,0,0,0
Tue Jul 19 01:59:30 EST 2022,0,0,0
Tue Jul 19 01:59:40 EST 2022,0,0,0
Tue Jul 19 01:59:50 EST 2022,0,0,0
Tue Jul 19 02:00:00 EST 2022,0,0,0
Tue Jul 19 02:00:10 EST 2022,0,0,0
Tue Jul 19 02:00:20 EST 2022,0,0,0
Tue Jul 19 02:00:30 EST 2022,0,0,0
Tue Jul 19 02:00:40 EST 2022,0,0,0
Tue Jul 19 02:00:50 EST 2022,0,0,0
Tue Jul 19 02:01:00 EST 2022,0,0,0
Tue Jul 19 02:01:10 EST 2022,0,0,0
Tue Jul 19 02:01:20 EST 2022,0,0,0
Tue Jul 19 02:01:30 EST 2022,0,0,0
Tue Jul 19 02:01:40 EST 2022,0,0,0
Tue Jul 19 02:01:50 EST 2022,0,0,0
Tue Jul 19 02:02:00 EST 2022,0,0,0
Tue Jul 19 02:02:10 EST 2022,0,0,0
Tue Jul 19 02:02:20 EST 2022,0,0,0
Tue Jul 19 02:02:30 EST 2022,0,0,0
Tue Jul 19 02:02:40 EST 2022,0,0,0
Tue Jul 19 02:02:50 EST 2022,0,0,0
Tue Jul 19 02:03:00 EST 2022,0,0,0
Tue Jul 19 02:03:10 EST 2022,0,0,0
Tue Jul 19 02:03:20 EST 2022,0,0,0
Tue Jul 19 02:03:30 EST 2022,0,0,0
Tue Jul 19 02:03:40 EST 2022,0,0,0
Tue Jul 19 02:03:50 EST 2022,0,0,0
Tue Jul 19 02:04:00 EST 2022,0,0,0
Tue Jul 19 02:04:10 EST 2022,0,0,0
Tue Jul 19 02:04:20 EST 2022,0,0,0
Tue Jul 19 02:04:30 EST 2022,0,0,0
Tue Jul 19 02:04:40 EST 2022,0,0,0
Tue Jul 19 02:04:50 EST 2022,0,0,0
Tue Jul 19 02:05:00 EST 2022,0,0,0
Tue Jul 19 02:05:11 EST 2022,0,0,0
Tue Jul 19 02:05:21 EST 2022,0,0,0
Tue Jul 19 02:05:31 EST 2022,0,0,0
Tue Jul 19 02:05:41 EST 2022,0,0,0
Tue Jul 19 02:05:51 EST 2022,0,0,0
Tue Jul 19 02:06:01 EST 2022,0,0,0
Tue Jul 19 02:06:11 EST 2022,0,0,0
Tue Jul 19 02:06:21 EST 2022,0,0,0
Tue Jul 19 02:06:31 EST 2022,0,0,0
Tue Jul 19 02:06:41 EST 2022,0,0,0
Tue Jul 19 02:06:51 EST 2022,0,0,0
Tue Jul 19 02:07:01 EST 2022,0,0,0
Tue Jul 19 02:07:11 EST 2022,0,0,0
Tue Jul 19 02:07:21 EST 2022,0,0,0
Tue Jul 19 02:07:31 EST 2022,0,0,0
Tue Jul 19 02:07:41 EST 2022,0,0,0
Tue Jul 19 02:07:51 EST 2022,0,0,0
Tue Jul 19 02:08:01 EST 2022,0,0,0
Tue Jul 19 02:08:11 EST 2022,0,0,0
Tue Jul 19 02:08:21 EST 2022,0,0,0
Tue Jul 19 02:08:31 EST 2022,0,0,0
Tue Jul 19 02:08:41 EST 2022,0,0,0
Tue Jul 19 02:08:51 EST 2022,0,0,0
Tue Jul 19 02:09:01 EST 2022,0,0,0
Tue Jul 19 02:09:11 EST 2022,0,0,0
Tue Jul 19 02:09:21 EST 2022,0,0,0
Tue Jul 19 02:09:31 EST 2022,0,0,0
Tue Jul 19 02:09:41 EST 2022,0,0,0
Tue Jul 19 02:09:51 EST 2022,0,0,0
Tue Jul 19 02:10:01 EST 2022,0,0,0
Tue Jul 19 02:10:11 EST 2022,0,0,0
Tue Jul 19 02:10:21 EST 2022,0,0,0
Tue Jul 19 02:10:31 EST 2022,0,0,0
Tue Jul 19 02:10:41 EST 2022,0,0,0
Tue Jul 19 02:10:51 EST 2022,0,0,0
Tue Jul 19 02:11:01 EST 2022,0,0,0
Tue Jul 19 02:11:11 EST 2022,0,0,0
Tue Jul 19 02:11:21 EST 2022,0,0,0
Tue Jul 19 02:11:31 EST 2022,0,0,0
Tue Jul 19 02:11:41 EST 2022,0,0,0
Tue Jul 19 02:11:51 EST 2022,0,0,0
Tue Jul 19 02:12:01 EST 2022,0,0,0
Tue Jul 19 02:12:11 EST 2022,0,0,0
Tue Jul 19 02:12:21 EST 2022,0,0,0
Tue Jul 19 02:12:31 EST 2022,0,0,0
Tue Jul 19 02:12:41 EST 2022,0,0,0
Tue Jul 19 02:12:51 EST 2022,0,0,0
Tue Jul 19 02:13:01 EST 2022,0,0,0
Tue Jul 19 02:13:11 EST 2022,0,0,0
Tue Jul 19 02:13:21 EST 2022,0,0,0
Tue Jul 19 02:13:31 EST 2022,0,0,0
Tue Jul 19 02:13:41 EST 2022,0,0,0
Tue Jul 19 02:13:51 EST 2022,0,0,0
Tue Jul 19 02:14:01 EST 2022,0,0,0
Tue Jul 19 02:14:11 EST 2022,0,0,0
Tue Jul 19 02:14:21 EST 2022,0,0,0
Tue Jul 19 02:14:31 EST 2022,0,0,0
Tue Jul 19 02:14:42 EST 2022,0,0,0
Tue Jul 19 02:14:52 EST 2022,0,0,0
Tue Jul 19 02:15:02 EST 2022,0,0,0
Tue Jul 19 02:15:12 EST 2022,0,0,0
Tue Jul 19 02:15:22 EST 2022,0,0,0
Tue Jul 19 02:15:32 EST 2022,0,0,0
Tue Jul 19 02:15:42 EST 2022,0,0,0
Tue Jul 19 02:15:52 EST 2022,0,0,0
Tue Jul 19 02:16:02 EST 2022,0,0,0
Tue Jul 19 02:16:12 EST 2022,0,0,0
Tue Jul 19 02:16:22 EST 2022,0,0,0
Tue Jul 19 02:16:32 EST 2022,0,0,0
Tue Jul 19 02:16:42 EST 2022,0,0,0
Tue Jul 19 02:16:52 EST 2022,0,0,0
Tue Jul 19 02:17:02 EST 2022,0,0,0
Tue Jul 19 02:17:12 EST 2022,0,0,0
Tue Jul 19 02:17:22 EST 2022,0,0,0
Tue Jul 19 02:17:32 EST 2022,0,0,0
Tue Jul 19 02:17:42 EST 2022,0,0,0
Tue Jul 19 02:17:52 EST 2022,0,0,0
Tue Jul 19 02:18:02 EST 2022,0,0,0
Tue Jul 19 02:18:12 EST 2022,0,0,0
Tue Jul 19 02:18:22 EST 2022,0,0,0
Tue Jul 19 02:18:32 EST 2022,0,0,0
Tue Jul 19 02:18:42 EST 2022,0,0,0
Tue Jul 19 02:18:52 EST 2022,0,0,0
Tue Jul 19 02:19:02 EST 2022,0,0,0
Tue Jul 19 02:19:12 EST 2022,0,0,0
Tue Jul 19 02:19:22 EST 2022,0,0,0
Tue Jul 19 02:19:32 EST 2022,0,0,0
Tue Jul 19 02:19:42 EST 2022,0,0,0
Tue Jul 19 02:19:52 EST 2022,0,0,0
Tue Jul 19 02:20:02 EST 2022,0,0,0
Tue Jul 19 02:20:12 EST 2022,0,0,0
Tue Jul 19 02:20:22 EST 2022,0,0,0
Tue Jul 19 02:20:32 EST 2022,0,0,0
Tue Jul 19 02:20:42 EST 2022,0,0,0
Tue Jul 19 02:20:52 EST 2022,0,0,0
Tue Jul 19 02:21:02 EST 2022,0,0,0
Tue Jul 19 02:21:12 EST 2022,0,0,0
Tue Jul 19 02:21:22 EST 2022,0,0,0
Tue Jul 19 02:21:32 EST 2022,0,0,0
Tue Jul 19 02:21:42 EST 2022,0,0,0
Tue Jul 19 02:21:52 EST 2022,0,0,0
Tue Jul 19 02:22:02 EST 2022,0,0,0
Tue Jul 19 02:22:12 EST 2022,0,0,0
Tue Jul 19 02:22:22 EST 2022,0,0,0
Tue Jul 19 02:22:32 EST 2022,0,0,0
Tue Jul 19 02:22:42 EST 2022,0,0,0
Tue Jul 19 02:22:52 EST 2022,0,0,0
Tue Jul 19 02:23:02 EST 2022,0,0,0
Tue Jul 19 02:23:12 EST 2022,0,0,0
Tue Jul 19 02:23:22 EST 2022,0,0,0
Tue Jul 19 02:23:32 EST 2022,0,0,0
Tue Jul 19 02:23:42 EST 2022,0,0,0
Tue Jul 19 02:23:52 EST 2022,0,0,0
Tue Jul 19 02:24:02 EST 2022,0,0,0
Tue Jul 19 02:24:12 EST 2022,0,0,0
Tue Jul 19 02:24:22 EST 2022,0,0,0
Tue Jul 19 02:24:33 EST 2022,0,0,0
Tue Jul 19 02:24:43 EST 2022,0,0,0
Tue Jul 19 02:24:53 EST 2022,0,0,0
Tue Jul 19 02:25:03 EST 2022,0,0,0
Tue Jul 19 02:25:13 EST 2022,0,0,0
Tue Jul 19 02:25:23 EST 2022,0,0,0
Tue Jul 19 02:25:33 EST 2022,0,0,0
Tue Jul 19 02:25:43 EST 2022,0,0,0
Tue Jul 19 02:25:53 EST 2022,0,0,0
Tue Jul 19 02:26:03 EST 2022,0,0,0
Tue Jul 19 02:26:13 EST 2022,0,0,0
Tue Jul 19 02:26:23 EST 2022,0,0,0
Tue Jul 19 02:26:33 EST 2022,0,0,0
Tue Jul 19 02:26:43 EST 2022,0,0,0
Tue Jul 19 02:26:53 EST 2022,0,0,0
Tue Jul 19 02:27:03 EST 2022,0,0,0
Tue Jul 19 02:27:13 EST 2022,0,0,0
Tue Jul 19 02:27:23 EST 2022,0,0,0
Tue Jul 19 02:27:33 EST 2022,0,0,0
Tue Jul 19 02:27:43 EST 2022,0,0,0
Tue Jul 19 02:27:53 EST 2022,0,0,0
Tue Jul 19 02:28:03 EST 2022,0,0,0
Tue Jul 19 02:28:13 EST 2022,0,0,0
Tue Jul 19 02:28:23 EST 2022,0,0,0
Tue Jul 19 02:28:33 EST 2022,0,0,0
Tue Jul 19 02:28:43 EST 2022,0,0,0
Tue Jul 19 02:28:53 EST 2022,0,0,0
Tue Jul 19 02:29:03 EST 2022,0,0,0
Tue Jul 19 02:29:13 EST 2022,0,0,0
Tue Jul 19 02:29:23 EST 2022,0,0,0
Tue Jul 19 02:29:33 EST 2022,0,0,0
Tue Jul 19 02:29:43 EST 2022,0,0,0
Tue Jul 19 02:29:53 EST 2022,0,0,0
Tue Jul 19 02:30:03 EST 2022,0,0,0
Tue Jul 19 02:30:13 EST 2022,0,0,0
Tue Jul 19 02:30:23 EST 2022,0,0,0
Tue Jul 19 02:30:33 EST 2022,0,0,0
Tue Jul 19 02:30:43 EST 2022,0,0,0
Tue Jul 19 02:30:53 EST 2022,0,0,0
Tue Jul 19 02:31:03 EST 2022,0,0,0
Tue Jul 19 02:31:13 EST 2022,0,0,0
Tue Jul 19 02:31:23 EST 2022,0,0,0
Tue Jul 19 02:31:33 EST 2022,0,0,0
Tue Jul 19 02:31:43 EST 2022,0,0,0
Tue Jul 19 02:31:53 EST 2022,0,0,0
Tue Jul 19 02:32:03 EST 2022,0,0,0
Tue Jul 19 02:32:13 EST 2022,0,0,0
Tue Jul 19 02:32:23 EST 2022,0,0,0
Tue Jul 19 02:32:33 EST 2022,0,0,0
Tue Jul 19 02:32:43 EST 2022,0,0,0
Tue Jul 19 02:32:53 EST 2022,0,0,0
Tue Jul 19 02:33:03 EST 2022,0,0,0
Tue Jul 19 02:33:13 EST 2022,0,0,0
Tue Jul 19 02:33:23 EST 2022,0,0,0
Tue Jul 19 02:33:33 EST 2022,0,0,0
Tue Jul 19 02:33:43 EST 2022,0,0,0
Tue Jul 19 02:33:53 EST 2022,0,0,0
Tue Jul 19 02:34:03 EST 2022,0,0,0
Tue Jul 19 02:34:13 EST 2022,0,0,0
Tue Jul 19 02:34:24 EST 2022,0,0,0
Tue Jul 19 02:34:34 EST 2022,0,0,0
Tue Jul 19 02:34:44 EST 2022,0,0,0
Tue Jul 19 02:34:54 EST 2022,0,0,0
Tue Jul 19 02:35:04 EST 2022,0,0,0
Tue Jul 19 02:35:14 EST 2022,0,0,0
Tue Jul 19 02:35:24 EST 2022,0,0,0
Tue Jul 19 02:35:34 EST 2022,0,0,0
Tue Jul 19 02:35:44 EST 2022,0,0,0
Tue Jul 19 02:35:54 EST 2022,0,0,0
Tue Jul 19 02:36:04 EST 2022,0,0,0
Tue Jul 19 02:36:14 EST 2022,0,0,0
Tue Jul 19 02:36:24 EST 2022,0,0,0
Tue Jul 19 02:36:34 EST 2022,0,0,0
Tue Jul 19 02:36:44 EST 2022,0,0,0
Tue Jul 19 02:36:54 EST 2022,0,0,0
Tue Jul 19 02:37:04 EST 2022,0,0,0
Tue Jul 19 02:37:14 EST 2022,0,0,0
Tue Jul 19 02:37:24 EST 2022,0,0,0
Tue Jul 19 02:37:34 EST 2022,0,0,0
Tue Jul 19 02:37:44 EST 2022,0,0,0
Tue Jul 19 02:37:54 EST 2022,0,0,0
Tue Jul 19 02:38:04 EST 2022,0,0,0
Tue Jul 19 02:38:14 EST 2022,0,0,0
Tue Jul 19 02:38:24 EST 2022,0,0,0
Tue Jul 19 02:38:34 EST 2022,0,0,0
Tue Jul 19 02:38:44 EST 2022,0,0,0
Tue Jul 19 02:38:54 EST 2022,0,0,0
Tue Jul 19 02:39:04 EST 2022,0,0,0
Tue Jul 19 02:39:14 EST 2022,0,0,0
Tue Jul 19 02:39:24 EST 2022,0,0,0
Tue Jul 19 02:39:34 EST 2022,0,0,0
Tue Jul 19 02:39:44 EST 2022,0,0,0
Tue Jul 19 02:39:54 EST 2022,0,0,0
Tue Jul 19 02:40:04 EST 2022,0,0,0
Tue Jul 19 02:40:14 EST 2022,0,0,0
Tue Jul 19 02:40:24 EST 2022,0,0,0
Tue Jul 19 02:40:34 EST 2022,0,0,0
Tue Jul 19 02:40:44 EST 2022,0,0,0
Tue Jul 19 02:40:54 EST 2022,0,0,0
Tue Jul 19 02:41:04 EST 2022,0,0,0
Tue Jul 19 02:41:14 EST 2022,0,0,0
Tue Jul 19 02:41:24 EST 2022,0,0,0
Tue Jul 19 02:41:34 EST 2022,0,0,0
Tue Jul 19 02:41:44 EST 2022,0,0,0
Tue Jul 19 02:41:54 EST 2022,0,0,0
Tue Jul 19 02:42:04 EST 2022,0,0,0
Tue Jul 19 02:42:14 EST 2022,0,0,0
Tue Jul 19 02:42:24 EST 2022,0,0,0
Tue Jul 19 02:42:34 EST 2022,0,0,0
Tue Jul 19 02:42:44 EST 2022,0,0,0
Tue Jul 19 02:42:54 EST 2022,0,0,0
Tue Jul 19 02:43:04 EST 2022,0,0,0
Tue Jul 19 02:43:14 EST 2022,0,0,0
Tue Jul 19 02:43:24 EST 2022,0,0,0
Tue Jul 19 02:43:34 EST 2022,0,0,0
Tue Jul 19 02:43:44 EST 2022,0,0,0
Tue Jul 19 02:43:54 EST 2022,0,0,0
Tue Jul 19 02:44:05 EST 2022,0,0,0
Tue Jul 19 02:44:15 EST 2022,0,0,0
Tue Jul 19 02:44:25 EST 2022,0,0,0
Tue Jul 19 02:44:35 EST 2022,0,0,0
Tue Jul 19 02:44:45 EST 2022,0,0,0
Tue Jul 19 02:44:55 EST 2022,0,0,0
Tue Jul 19 02:45:05 EST 2022,0,0,0
Tue Jul 19 02:45:15 EST 2022,0,0,0
Tue Jul 19 02:45:25 EST 2022,0,0,0
Tue Jul 19 02:45:35 EST 2022,0,0,0
Tue Jul 19 02:45:45 EST 2022,0,0,0
Tue Jul 19 02:45:55 EST 2022,0,0,0
Tue Jul 19 02:46:05 EST 2022,0,0,0
Tue Jul 19 02:46:15 EST 2022,0,0,0
Tue Jul 19 02:46:25 EST 2022,0,0,0
Tue Jul 19 02:46:35 EST 2022,0,0,0
Tue Jul 19 02:46:45 EST 2022,0,0,0
Tue Jul 19 02:46:55 EST 2022,0,0,0
Tue Jul 19 02:47:05 EST 2022,0,0,0
Tue Jul 19 02:47:15 EST 2022,0,0,0
Tue Jul 19 02:47:25 EST 2022,0,0,0
Tue Jul 19 02:47:35 EST 2022,0,0,0
Tue Jul 19 02:47:45 EST 2022,0,0,0
Tue Jul 19 02:47:55 EST 2022,0,0,0
Tue Jul 19 02:48:05 EST 2022,0,0,0
Tue Jul 19 02:48:15 EST 2022,0,0,0
Tue Jul 19 02:48:25 EST 2022,0,0,0
Tue Jul 19 02:48:35 EST 2022,0,0,0
Tue Jul 19 02:48:45 EST 2022,0,0,0
Tue Jul 19 02:48:55 EST 2022,0,0,0
Tue Jul 19 02:49:05 EST 2022,0,0,0
Tue Jul 19 02:49:15 EST 2022,0,0,0
Tue Jul 19 02:49:25 EST 2022,0,0,0
Tue Jul 19 02:49:35 EST 2022,0,0,0
Tue Jul 19 02:49:45 EST 2022,0,0,0
Tue Jul 19 02:49:55 EST 2022,0,0,0
Tue Jul 19 02:50:05 EST 2022,0,0,0
Tue Jul 19 02:50:15 EST 2022,0,0,0
Tue Jul 19 02:50:25 EST 2022,0,0,0
Tue Jul 19 02:50:35 EST 2022,0,0,0
Tue Jul 19 02:50:45 EST 2022,0,0,0
Tue Jul 19 02:50:55 EST 2022,0,0,0
Tue Jul 19 02:51:05 EST 2022,0,0,0
Tue Jul 19 02:51:15 EST 2022,0,0,0
Tue Jul 19 02:51:25 EST 2022,0,0,0
